Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
37,130758,180471,760,35,3,15.85,24,0.84,Bachelor's,Self-employed,Single,Yes,Yes,Auto,Yes,0
26,124529,22198,425,38,4,16.02,12,0.84,Master's,Self-employed,Married,Yes,Yes,Home,Yes,0
22,146334,68363,620,74,2,20.51,12,0.86,High School,Part-time,Single,Yes,Yes,Education,No,0
40,93035,29884,739,109,4,23.06,36,0.81,High School,Full-time,Single,Yes,No,Education,No,1
50,123281,81377,795,84,3,15.97,12,0.39,High School,Unemployed,Single,No,No,Other,No,1
55,91290,196247,347,7,2,3.17,48,0.16,High School,Part-time,Married,No,Yes,Business,No,0
31,66065,166395,612,64,4,22.45,12,0.41,Master's,Full-time,Married,No,Yes,Other,No,0
34,55327,212719,689,40,3,11.97,12,0.11,PhD,Self-employed,Single,No,Yes,Education,No,0
36,33993,132486,731,98,4,17.21,60,0.55,PhD,Self-employed,Married,Yes,No,Auto,No,1
50,17155,120740,366,81,2,16.18,36,0.69,High School,Unemployed,Married,Yes,No,Home,Yes,1
18,124606,89869,835,79,4,22.75,36,0.44,Master's,Self-employed,Divorced,Yes,No,Education,No,0
30,118719,73054,655,75,1,2.05,48,0.41,PhD,Self-employed,Married,No,No,Other,No,0
63,20095,139671,626,56,4,2.57,36,0.37,High School,Unemployed,Divorced,No,Yes,Other,No,0
44,24873,158384,556,94,3,24.64,60,0.85,Bachelor's,Self-employed,Single,No,No,Other,No,1
23,105531,90078,635,9,1,3.15,12,0.73,High School,Full-time,Divorced,Yes,No,Education,Yes,0
23,142486,183896,579,67,3,22.7,24,0.52,PhD,Self-employed,Divorced,Yes,Yes,Home,No,1
50,146290,212688,755,64,4,18.38,24,0.86,Bachelor's,Part-time,Single,No,No,Education,No,0
47,129159,192068,316,17,3,14.87,60,0.18,Bachelor's,Part-time,Single,Yes,Yes,Auto,Yes,0
63,82217,114749,520,9,2,4.6,12,0.16,Bachelor's,Part-time,Married,Yes,Yes,Home,No,0
52,142107,41196,716,91,1,2.87,48,0.83,Master's,Full-time,Single,No,No,Auto,No,0
40,98035,46830,453,3,2,16.1,12,0.27,Master's,Part-time,Divorced,No,No,Home,No,0
27,64234,26299,694,81,2,16.43,12,0.33,Bachelor's,Self-employed,Married,Yes,Yes,Auto,No,0
68,23379,124453,685,24,4,2.63,36,0.13,High School,Part-time,Married,No,No,Business,Yes,0
36,15805,68442,393,81,1,5.8,12,0.12,Bachelor's,Self-employed,Married,Yes,No,Other,Yes,0
68,142656,41292,819,10,3,17.89,48,0.81,PhD,Full-time,Divorced,No,Yes,Education,Yes,0
45,113391,119205,408,63,1,2.68,36,0.14,High School,Self-employed,Single,No,Yes,Other,No,0
40,96934,195799,668,10,1,23.22,36,0.13,High School,Part-time,Single,No,No,Home,No,0
21,41120,80983,510,24,4,12.05,24,0.87,High School,Part-time,Married,No,Yes,Education,No,1
37,103594,240809,349,22,3,21.16,24,0.64,High School,Part-time,Divorced,Yes,Yes,Home,Yes,0
36,97622,202434,518,70,1,11.21,24,0.33,PhD,Self-employed,Single,No,No,Other,No,0
59,41666,74104,530,27,1,4.69,36,0.58,PhD,Part-time,Married,Yes,Yes,Auto,Yes,0
44,74527,61746,811,101,3,2.53,12,0.68,High School,Unemployed,Single,No,No,Other,No,0
51,97983,93608,846,65,3,20.74,24,0.51,High School,Part-time,Divorced,No,Yes,Auto,No,0
21,31875,124628,369,3,4,10.73,36,0.52,Master's,Part-time,Single,Yes,Yes,Other,No,0
55,89390,72059,666,63,2,17.16,36,0.14,Master's,Full-time,Single,No,Yes,Business,Yes,0
24,106527,63462,394,113,4,23.12,24,0.86,Bachelor's,Unemployed,Married,Yes,Yes,Education,No,0
65,46576,157554,339,32,4,14.73,36,0.9,Bachelor's,Self-employed,Divorced,No,No,Other,No,0
24,33292,154902,764,75,1,17.71,36,0.64,Bachelor's,Part-time,Single,Yes,No,Auto,No,0
67,51078,143541,599,45,4,20.45,60,0.16,PhD,Full-time,Divorced,No,No,Auto,No,0
69,53842,58124,628,42,2,15.99,36,0.64,PhD,Self-employed,Divorced,Yes,No,Education,No,0
43,137420,116698,424,21,4,9.43,36,0.85,PhD,Self-employed,Divorced,No,No,Home,No,1
43,26843,168046,758,94,4,21.04,36,0.44,Master's,Full-time,Single,Yes,No,Auto,No,0
36,111651,12803,667,54,2,6.27,36,0.79,PhD,Self-employed,Single,Yes,Yes,Auto,No,0
26,55009,22015,489,47,2,22.25,36,0.21,Master's,Full-time,Divorced,Yes,No,Education,No,1
37,87616,215235,726,25,3,11.82,48,0.15,High School,Unemployed,Single,Yes,Yes,Other,No,1
59,96249,191348,467,110,1,13.81,12,0.78,Master's,Full-time,Divorced,Yes,Yes,Business,No,0
62,111401,67055,759,27,1,17.25,24,0.66,High School,Unemployed,Divorced,Yes,Yes,Education,No,0
67,119007,91451,808,60,2,23.7,12,0.4,PhD,Full-time,Divorced,No,No,Other,No,0
33,55619,237625,534,2,2,23.89,12,0.78,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,No,1
34,100061,198625,379,105,1,8.05,48,0.12,Bachelor's,Self-employed,Single,No,No,Business,No,1
39,145449,29715,678,93,2,16.01,36,0.81,Master's,Self-employed,Divorced,Yes,Yes,Auto,No,0
30,59877,227327,840,116,3,16.35,60,0.89,High School,Part-time,Single,No,No,Business,Yes,0
29,98296,151338,330,81,4,10.95,36,0.66,PhD,Self-employed,Divorced,Yes,Yes,Business,No,0
27,85094,179637,804,103,1,23.9,48,0.86,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,0
18,73513,239874,387,10,1,5.51,12,0.62,PhD,Unemployed,Married,No,Yes,Education,Yes,0
49,147431,16816,662,76,2,18.2,60,0.7,High School,Self-employed,Married,Yes,No,Business,Yes,0
47,132837,124107,830,65,2,4.69,24,0.78,Bachelor's,Part-time,Married,Yes,No,Other,No,0
25,84961,189698,645,94,1,19.89,12,0.19,Master's,Full-time,Single,Yes,No,Other,Yes,1
38,149431,128879,726,11,1,6.07,12,0.85,High School,Part-time,Married,Yes,Yes,Other,No,0
39,69466,165519,803,17,4,15.73,12,0.14,PhD,Unemployed,Divorced,No,No,Home,No,0
35,22610,227996,781,58,1,12.37,24,0.14,Master's,Unemployed,Married,Yes,Yes,Education,No,0
19,91446,58942,351,34,1,20.09,24,0.48,PhD,Part-time,Married,Yes,Yes,Business,No,1
65,148589,196718,330,105,1,7.77,60,0.48,Master's,Unemployed,Married,No,No,Auto,No,0
61,98703,183542,574,32,2,18.57,36,0.86,Bachelor's,Full-time,Single,Yes,Yes,Auto,No,0
26,62649,26927,366,69,2,15.19,36,0.55,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,Yes,0
20,47216,110004,688,49,2,4.53,48,0.12,High School,Full-time,Married,Yes,Yes,Home,Yes,0
43,70008,115954,671,104,2,20.22,12,0.55,Bachelor's,Unemployed,Married,Yes,Yes,Education,No,0
38,30358,98342,420,67,2,20.06,48,0.7,Master's,Self-employed,Married,Yes,Yes,Auto,No,0
47,66177,94433,752,18,3,2.05,24,0.7,PhD,Full-time,Single,Yes,No,Home,Yes,0
45,24356,131506,787,98,2,16.85,24,0.47,High School,Part-time,Divorced,No,No,Auto,Yes,0
53,130070,131530,649,101,4,6.69,60,0.38,Master's,Self-employed,Married,No,Yes,Other,No,0
43,118476,56363,548,82,4,9.7,12,0.82,PhD,Unemployed,Married,No,Yes,Education,Yes,0
51,144545,185063,430,89,3,14.38,60,0.82,Master's,Unemployed,Single,No,No,Other,No,0
25,17499,248650,389,15,3,14.54,36,0.23,PhD,Self-employed,Divorced,No,Yes,Business,No,1
27,98250,59009,550,101,1,3.89,48,0.49,High School,Self-employed,Single,No,No,Education,No,0
65,76603,206272,650,3,1,6.75,36,0.58,Bachelor's,Part-time,Married,No,No,Other,No,0
60,60018,165306,376,75,2,17.41,12,0.33,Master's,Part-time,Single,Yes,No,Education,No,0
67,75218,71660,321,64,4,17.37,24,0.55,PhD,Part-time,Divorced,No,Yes,Education,Yes,0
31,106445,247377,749,16,1,13.93,48,0.89,PhD,Full-time,Married,No,No,Business,No,0
57,54827,163195,844,38,1,18.7,48,0.87,High School,Part-time,Married,Yes,No,Other,No,0
32,88193,146523,684,106,4,15.32,60,0.75,PhD,Full-time,Divorced,Yes,Yes,Home,Yes,0
34,16447,170126,561,80,3,6.71,60,0.16,Master's,Unemployed,Single,Yes,No,Home,No,1
35,58255,21250,553,7,3,10.41,12,0.54,PhD,Unemployed,Divorced,Yes,Yes,Other,No,0
49,123096,133361,816,75,4,7.12,36,0.81,PhD,Part-time,Married,No,Yes,Business,Yes,0
55,118871,233041,328,60,2,17.91,48,0.18,High School,Self-employed,Single,No,No,Home,Yes,0
40,76663,12402,324,43,2,6.1,36,0.47,High School,Full-time,Single,No,No,Other,Yes,0
63,24356,221825,590,99,3,15.4,24,0.53,PhD,Self-employed,Single,No,Yes,Home,Yes,0
40,88853,85820,545,106,4,9.65,48,0.72,Master's,Self-employed,Single,No,Yes,Auto,Yes,0
52,104468,210560,784,34,3,20.35,48,0.44,PhD,Part-time,Divorced,Yes,No,Education,No,1
56,90158,73248,654,15,2,13.93,24,0.46,Bachelor's,Self-employed,Single,Yes,No,Home,Yes,0
32,75429,28694,793,53,2,24.16,36,0.39,PhD,Self-employed,Single,Yes,Yes,Other,No,0
41,123110,238465,834,95,2,13.2,60,0.15,High School,Self-employed,Married,No,Yes,Business,Yes,0
45,92741,67050,366,46,4,9.12,36,0.86,Bachelor's,Full-time,Single,Yes,No,Other,No,1
33,69740,115080,535,118,4,23.92,48,0.84,PhD,Self-employed,Single,Yes,No,Education,No,0
33,91953,46907,660,85,2,11.59,48,0.58,PhD,Full-time,Single,Yes,No,Other,No,0
57,141147,136703,539,20,3,21.81,48,0.88,High School,Unemployed,Single,No,Yes,Other,No,0
56,118123,206832,443,90,2,12.72,36,0.13,PhD,Full-time,Divorced,No,Yes,Home,Yes,0
23,39328,136318,338,8,1,19.51,60,0.51,Master's,Part-time,Married,No,Yes,Education,Yes,1
19,121669,27906,718,77,4,4.03,36,0.13,PhD,Self-employed,Divorced,No,Yes,Home,No,0
30,96227,12682,360,46,2,6.29,48,0.49,Master's,Full-time,Married,Yes,No,Education,Yes,0
61,103419,177569,308,27,4,11.19,24,0.31,Bachelor's,Full-time,Married,No,Yes,Education,Yes,0
64,145252,164301,625,41,4,4.43,60,0.59,Bachelor's,Part-time,Single,No,Yes,Business,Yes,0
26,137383,204169,443,93,1,5.91,24,0.17,High School,Part-time,Married,No,Yes,Home,Yes,0
51,42428,54282,407,113,1,20.02,24,0.9,Master's,Self-employed,Single,Yes,Yes,Other,No,0
34,87345,137834,449,60,1,24.41,36,0.82,Bachelor's,Unemployed,Single,Yes,No,Home,No,0
44,94522,38071,502,111,4,13.54,36,0.6,PhD,Unemployed,Divorced,No,Yes,Education,No,0
46,45620,97880,404,32,1,23.23,12,0.85,PhD,Part-time,Divorced,Yes,Yes,Business,No,0
54,148887,87879,458,18,1,17.19,12,0.25,Master's,Self-employed,Single,Yes,No,Other,Yes,0
60,116295,23324,524,108,4,24.71,24,0.42,High School,Self-employed,Single,Yes,Yes,Auto,Yes,0
39,123498,240643,574,26,3,5.98,24,0.57,Master's,Unemployed,Divorced,Yes,Yes,Home,Yes,0
68,110406,108217,507,97,3,5.9,48,0.8,Bachelor's,Part-time,Married,Yes,Yes,Other,Yes,0
41,38643,7573,485,33,3,19.56,36,0.15,PhD,Self-employed,Single,Yes,Yes,Home,No,0
24,104432,217746,424,94,3,20.02,12,0.84,High School,Unemployed,Married,No,No,Other,Yes,0
51,18797,221026,650,111,4,10.6,48,0.85,Bachelor's,Unemployed,Single,No,Yes,Business,No,0
65,76246,78218,834,30,3,5.16,12,0.46,Master's,Self-employed,Divorced,No,Yes,Business,No,0
29,43910,100876,719,54,1,3.6,48,0.22,High School,Self-employed,Married,No,Yes,Other,Yes,0
40,97422,93343,383,98,1,2.79,36,0.86,Master's,Full-time,Divorced,No,Yes,Business,Yes,0
32,59604,100658,800,16,2,2.63,12,0.17,PhD,Part-time,Married,Yes,Yes,Other,Yes,0
50,42063,199485,398,99,4,7.69,60,0.16,High School,Full-time,Married,Yes,Yes,Education,No,0
30,38146,37537,316,22,3,16.65,48,0.8,Master's,Part-time,Married,Yes,Yes,Home,No,0
40,22787,178701,569,106,2,5.44,24,0.28,PhD,Part-time,Single,No,Yes,Other,No,0
55,115346,121208,619,113,2,8.67,36,0.59,High School,Self-employed,Divorced,Yes,No,Home,No,0
49,26867,33113,729,5,2,3.09,36,0.16,Bachelor's,Part-time,Divorced,No,No,Education,No,0
62,92376,249838,434,56,2,16.64,60,0.61,High School,Unemployed,Divorced,Yes,No,Other,Yes,0
67,88417,97702,770,100,3,4.4,12,0.55,Bachelor's,Part-time,Divorced,No,Yes,Education,No,0
52,139791,176672,310,0,1,2.77,12,0.83,Bachelor's,Unemployed,Single,Yes,Yes,Business,Yes,0
18,67857,5920,445,35,2,20.38,48,0.63,Master's,Unemployed,Divorced,Yes,No,Education,Yes,0
64,72526,155427,564,99,1,23.16,24,0.39,Bachelor's,Full-time,Divorced,No,Yes,Business,No,0
62,110086,120158,515,76,1,17.05,24,0.63,High School,Full-time,Single,Yes,No,Home,Yes,0
22,25852,158601,611,29,4,12.66,48,0.69,PhD,Full-time,Married,Yes,No,Other,Yes,1
30,83215,63312,651,12,1,19.79,12,0.26,Bachelor's,Full-time,Married,Yes,No,Business,No,0
22,29570,31402,514,68,4,9.6,60,0.33,High School,Unemployed,Divorced,No,No,Other,No,0
49,60145,204242,667,104,3,11.21,36,0.29,Master's,Full-time,Divorced,No,No,Business,Yes,0
68,88664,176758,628,57,2,23.24,60,0.74,Bachelor's,Full-time,Single,Yes,No,Other,No,1
38,121927,97095,488,117,2,5.62,60,0.1,PhD,Unemployed,Single,Yes,No,Home,No,0
41,76453,104737,539,65,1,23.02,60,0.79,High School,Unemployed,Married,No,Yes,Business,No,0
35,76352,214311,426,33,1,16.29,24,0.48,PhD,Self-employed,Single,No,No,Business,No,0
38,138879,76830,561,12,4,23.33,48,0.45,Master's,Self-employed,Single,No,Yes,Other,Yes,0
27,102316,170367,742,72,1,16.67,36,0.55,High School,Part-time,Married,No,Yes,Home,No,0
41,49242,162104,480,115,2,19.85,24,0.25,Master's,Self-employed,Married,Yes,Yes,Auto,No,0
57,114343,16574,681,100,3,16.22,24,0.55,Bachelor's,Self-employed,Married,No,Yes,Home,No,1
64,146880,113418,407,27,2,15.41,60,0.13,High School,Part-time,Single,No,No,Auto,Yes,1
38,113788,162501,640,90,2,14.03,24,0.68,Bachelor's,Full-time,Divorced,No,Yes,Auto,No,0
42,108480,84669,542,87,1,22.37,12,0.57,High School,Unemployed,Single,Yes,Yes,Education,No,0
69,21215,63163,786,69,1,3.0,60,0.14,PhD,Full-time,Divorced,Yes,Yes,Education,Yes,0
40,145016,147145,652,106,1,16.42,12,0.76,Master's,Unemployed,Married,Yes,No,Auto,Yes,0
39,16412,157569,368,35,2,24.86,12,0.25,Master's,Part-time,Single,No,Yes,Other,Yes,1
21,44097,166582,685,52,4,9.44,60,0.23,Master's,Self-employed,Divorced,Yes,No,Home,Yes,0
51,47340,195914,354,84,4,19.94,12,0.22,Master's,Full-time,Married,Yes,Yes,Business,No,0
23,53707,89777,400,78,1,18.62,12,0.51,Master's,Full-time,Divorced,Yes,No,Education,No,0
45,22121,175836,739,81,4,2.68,48,0.53,Master's,Full-time,Single,No,Yes,Auto,No,0
48,147928,166404,836,96,1,9.92,36,0.58,Bachelor's,Part-time,Divorced,No,No,Education,No,1
52,51485,221509,508,28,4,12.12,24,0.44,Master's,Part-time,Married,No,No,Business,Yes,0
56,92388,217602,657,20,2,14.01,60,0.6,PhD,Part-time,Divorced,Yes,No,Other,Yes,1
59,24676,96779,405,42,2,13.91,48,0.34,Master's,Unemployed,Divorced,Yes,Yes,Other,No,0
40,82821,139949,691,61,3,4.69,60,0.31,High School,Unemployed,Single,Yes,Yes,Business,No,0
23,113626,97459,671,72,1,11.9,24,0.39,Master's,Full-time,Single,No,No,Home,Yes,0
33,75458,30738,767,79,4,7.19,12,0.81,Master's,Part-time,Divorced,Yes,Yes,Auto,No,0
19,139459,59976,541,63,4,19.61,60,0.77,Bachelor's,Self-employed,Single,No,No,Business,Yes,0
41,47193,138314,349,22,4,14.4,60,0.58,Master's,Self-employed,Single,No,Yes,Home,Yes,0
34,88217,199901,409,16,4,18.3,60,0.72,Bachelor's,Part-time,Married,Yes,Yes,Business,Yes,0
62,60940,23866,452,8,2,21.77,36,0.35,Master's,Unemployed,Single,Yes,No,Business,Yes,0
18,92949,78714,471,91,3,22.14,48,0.69,Master's,Full-time,Married,Yes,Yes,Education,Yes,0
23,48759,178004,724,21,4,3.08,60,0.74,High School,Self-employed,Single,Yes,No,Home,Yes,1
22,105571,16828,742,84,1,9.06,24,0.64,High School,Self-employed,Single,No,Yes,Business,Yes,0
62,117064,6226,809,44,1,3.31,48,0.76,Master's,Unemployed,Single,Yes,No,Auto,Yes,0
67,48267,209997,823,105,4,21.4,36,0.25,PhD,Full-time,Divorced,No,Yes,Home,Yes,0
46,87782,100162,463,71,2,16.99,48,0.83,Bachelor's,Part-time,Married,Yes,Yes,Education,Yes,0
29,114650,206771,640,103,3,13.57,60,0.12,High School,Self-employed,Single,No,No,Other,Yes,0
56,34826,159501,576,90,4,23.41,48,0.44,High School,Self-employed,Married,No,Yes,Education,No,0
64,48454,14598,619,52,4,4.07,60,0.27,High School,Self-employed,Single,Yes,Yes,Business,No,0
20,123667,99085,465,77,3,13.33,36,0.37,PhD,Part-time,Married,No,No,Business,Yes,0
65,131630,233024,308,14,2,24.34,48,0.53,PhD,Self-employed,Divorced,No,No,Business,No,0
18,144495,207795,435,98,4,10.57,24,0.75,Master's,Part-time,Divorced,No,Yes,Home,Yes,0
44,96121,82703,541,42,3,21.69,60,0.32,Master's,Part-time,Single,Yes,No,Home,Yes,0
65,17097,199547,558,56,4,9.98,24,0.36,Bachelor's,Full-time,Single,No,No,Education,Yes,0
41,24462,196050,672,86,1,3.99,24,0.67,Master's,Part-time,Married,No,No,Business,No,0
61,113820,115714,822,59,2,14.15,48,0.25,High School,Full-time,Divorced,No,Yes,Education,Yes,0
36,68763,77599,617,64,2,6.73,48,0.66,High School,Part-time,Single,Yes,No,Home,No,0
25,120515,140062,463,96,3,2.5,60,0.85,High School,Self-employed,Divorced,No,No,Auto,Yes,0
61,124377,165314,428,108,1,3.8,48,0.31,PhD,Self-employed,Married,No,Yes,Education,No,0
64,59515,97804,713,73,2,20.03,48,0.86,Bachelor's,Part-time,Single,Yes,No,Other,Yes,0
19,61508,149723,642,1,3,19.63,60,0.38,Bachelor's,Unemployed,Divorced,No,Yes,Business,No,0
47,33113,49967,545,4,2,4.26,36,0.77,PhD,Self-employed,Single,Yes,No,Auto,No,0
47,138303,73791,401,108,1,6.54,36,0.79,PhD,Full-time,Married,No,No,Auto,Yes,0
66,22109,103964,416,91,4,12.11,48,0.71,PhD,Part-time,Divorced,Yes,No,Education,No,0
56,29388,208666,471,71,1,21.21,12,0.45,High School,Self-employed,Single,Yes,No,Auto,Yes,0
62,111177,7901,678,22,4,13.55,12,0.15,PhD,Full-time,Divorced,Yes,No,Auto,No,0
49,99301,180706,511,101,2,7.14,48,0.75,High School,Part-time,Single,Yes,Yes,Other,Yes,0
18,76242,179386,374,80,3,4.4,24,0.21,Master's,Unemployed,Married,No,Yes,Auto,Yes,0
55,33306,245831,559,65,3,8.23,36,0.67,Master's,Full-time,Single,Yes,Yes,Business,No,0
30,84547,166923,604,39,3,8.19,36,0.76,Bachelor's,Self-employed,Single,No,Yes,Other,No,0
28,130459,94620,750,81,1,5.63,24,0.19,Master's,Part-time,Single,No,No,Education,No,0
27,124407,211979,764,58,2,16.99,12,0.25,Bachelor's,Unemployed,Divorced,No,Yes,Education,Yes,1
65,95140,62019,524,15,4,8.52,12,0.17,Master's,Full-time,Single,No,Yes,Business,Yes,0
43,93782,18040,620,23,3,7.98,36,0.8,PhD,Self-employed,Single,Yes,No,Education,Yes,0
37,120758,128019,440,62,1,20.95,60,0.86,Bachelor's,Unemployed,Single,Yes,Yes,Business,No,1
34,59392,123626,334,82,2,3.52,60,0.46,High School,Full-time,Single,Yes,No,Business,Yes,0
34,61484,23606,418,59,4,5.93,48,0.17,Master's,Full-time,Divorced,No,Yes,Other,Yes,0
21,35649,190970,705,84,3,11.38,12,0.78,High School,Unemployed,Single,Yes,Yes,Business,Yes,0
22,110958,9721,358,82,4,14.3,60,0.24,Master's,Part-time,Divorced,Yes,No,Auto,No,0
40,31602,14730,842,40,2,2.23,60,0.89,PhD,Unemployed,Married,Yes,No,Auto,Yes,0
63,108780,186166,634,60,4,8.25,60,0.57,High School,Unemployed,Divorced,No,Yes,Home,Yes,0
69,87560,104687,477,17,2,23.5,24,0.86,Master's,Unemployed,Married,Yes,Yes,Education,No,0
27,45117,130652,589,116,3,16.73,36,0.61,PhD,Self-employed,Married,No,No,Auto,Yes,0
63,105557,20820,429,63,2,9.1,12,0.11,Bachelor's,Self-employed,Divorced,No,No,Business,No,0
45,72448,201232,404,29,1,18.14,60,0.28,Bachelor's,Unemployed,Divorced,No,Yes,Auto,No,0
50,103581,164679,428,47,2,7.93,12,0.47,Bachelor's,Part-time,Single,No,No,Education,Yes,0
60,25680,145453,579,5,1,3.06,60,0.19,Master's,Unemployed,Married,Yes,Yes,Home,Yes,0
43,52014,136153,327,116,1,5.74,60,0.32,High School,Full-time,Single,No,Yes,Other,Yes,0
67,128626,175433,376,19,4,14.01,24,0.61,High School,Unemployed,Single,No,Yes,Home,Yes,0
65,125160,24711,529,96,3,9.89,48,0.58,Master's,Full-time,Single,Yes,Yes,Business,Yes,0
46,67299,217054,784,115,1,13.2,60,0.55,Master's,Full-time,Married,No,No,Auto,No,0
44,67415,70103,613,67,4,16.49,60,0.34,High School,Self-employed,Married,Yes,Yes,Other,Yes,0
35,37009,137823,334,11,1,10.79,60,0.44,Bachelor's,Part-time,Single,No,No,Other,Yes,0
57,127825,221166,735,104,4,6.66,24,0.81,Master's,Self-employed,Divorced,No,Yes,Business,No,0
27,38592,244197,329,48,3,7.96,48,0.32,Bachelor's,Full-time,Divorced,No,Yes,Home,Yes,1
59,110179,190224,508,64,1,6.14,36,0.72,High School,Unemployed,Married,No,No,Home,No,0
22,137003,14671,384,81,1,2.97,12,0.71,PhD,Unemployed,Married,No,No,Auto,Yes,1
27,39145,105428,467,27,2,9.22,48,0.86,High School,Self-employed,Divorced,Yes,No,Business,No,1
67,84013,60817,670,86,1,6.76,36,0.28,Bachelor's,Unemployed,Married,Yes,No,Other,No,0
38,138457,248747,448,108,4,4.33,36,0.83,PhD,Unemployed,Married,Yes,Yes,Home,Yes,0
41,75306,144657,326,10,4,19.2,12,0.22,Master's,Full-time,Divorced,No,Yes,Other,Yes,0
55,41575,171790,745,115,4,24.58,36,0.74,High School,Self-employed,Single,Yes,No,Auto,Yes,0
20,24236,201244,584,36,1,3.81,36,0.2,High School,Self-employed,Divorced,No,Yes,Home,No,1
57,26675,21251,506,25,4,5.1,24,0.75,PhD,Part-time,Single,Yes,Yes,Home,No,1
48,56197,53985,814,6,1,24.09,36,0.4,Master's,Full-time,Divorced,Yes,Yes,Home,No,0
58,87042,18172,577,14,1,16.52,24,0.43,High School,Full-time,Married,No,Yes,Education,Yes,0
54,110049,144276,340,95,1,24.86,24,0.61,Bachelor's,Self-employed,Married,Yes,No,Business,Yes,1
19,66474,131529,845,112,2,6.0,36,0.13,Bachelor's,Full-time,Divorced,No,No,Home,No,0
19,126901,73537,716,100,2,5.99,48,0.53,High School,Full-time,Divorced,Yes,No,Home,No,0
56,109864,37467,639,52,4,18.21,60,0.47,Master's,Full-time,Single,Yes,No,Business,No,0
66,143236,60222,725,57,2,17.31,12,0.87,Master's,Full-time,Married,Yes,Yes,Other,No,0
59,91776,14441,511,60,4,18.23,12,0.77,High School,Unemployed,Single,Yes,No,Auto,No,0
61,75085,247703,790,109,3,13.23,36,0.21,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No,0
51,122617,95271,573,3,3,2.68,12,0.52,Master's,Self-employed,Single,Yes,No,Other,No,0
59,80478,128152,571,36,3,8.56,12,0.32,High School,Full-time,Single,No,No,Business,Yes,0
37,59106,132614,814,57,1,10.51,12,0.52,Bachelor's,Self-employed,Divorced,Yes,No,Auto,No,0
50,147721,204205,609,61,1,19.07,12,0.46,High School,Full-time,Divorced,Yes,No,Home,No,0
21,96161,126695,704,45,3,15.31,60,0.52,High School,Full-time,Divorced,Yes,No,Auto,Yes,0
62,109186,127358,347,52,2,9.4,36,0.29,High School,Self-employed,Married,Yes,No,Other,No,0
61,76019,130414,326,53,3,9.6,12,0.87,High School,Part-time,Married,No,Yes,Business,No,0
28,134051,70155,459,33,4,18.77,48,0.61,High School,Unemployed,Single,No,Yes,Education,No,1
59,124847,79476,772,73,4,4.08,48,0.21,Master's,Full-time,Divorced,Yes,Yes,Education,No,0
64,93268,70408,617,31,4,24.47,24,0.35,PhD,Part-time,Divorced,No,No,Other,No,0
22,71254,34546,731,82,3,13.43,36,0.86,High School,Full-time,Single,Yes,No,Business,Yes,0
42,95142,75096,547,11,3,8.09,36,0.39,Bachelor's,Self-employed,Single,Yes,No,Education,No,0
66,131120,227063,728,29,4,20.21,24,0.16,Master's,Unemployed,Divorced,Yes,No,Education,Yes,0
54,48822,68471,804,86,3,10.21,48,0.5,Bachelor's,Part-time,Divorced,Yes,No,Education,No,0
51,46601,23531,682,7,3,13.14,12,0.43,High School,Unemployed,Married,No,No,Auto,No,0
26,109854,13089,834,21,3,2.33,36,0.73,PhD,Part-time,Single,No,No,Education,Yes,0
23,52989,134763,401,98,2,4.95,60,0.85,High School,Unemployed,Married,No,Yes,Education,No,0
35,31489,113242,457,6,3,5.93,36,0.18,PhD,Part-time,Married,Yes,No,Business,No,0
31,73866,36394,636,32,2,12.48,36,0.13,Bachelor's,Full-time,Married,Yes,Yes,Auto,No,0
36,47311,110823,833,0,4,21.01,60,0.19,Bachelor's,Full-time,Married,No,No,Home,No,1
31,15645,58246,408,24,2,2.08,48,0.46,Bachelor's,Part-time,Divorced,Yes,Yes,Education,No,0
57,51534,134335,400,3,1,8.48,36,0.4,High School,Part-time,Married,Yes,Yes,Business,Yes,0
34,61728,155557,479,77,2,24.94,12,0.7,PhD,Self-employed,Married,Yes,Yes,Auto,Yes,0
52,74181,132494,788,19,2,8.34,60,0.87,PhD,Self-employed,Married,Yes,No,Business,Yes,0
46,44432,191386,711,58,3,20.79,60,0.66,High School,Full-time,Married,No,Yes,Education,Yes,0
59,137669,125098,675,24,4,14.46,24,0.47,High School,Unemployed,Divorced,Yes,No,Home,Yes,0
34,53996,15304,730,61,3,18.9,36,0.88,Master's,Part-time,Single,Yes,Yes,Auto,No,0
60,38350,219827,588,39,2,3.5,48,0.74,Bachelor's,Part-time,Single,Yes,Yes,Education,Yes,0
25,56851,130778,775,54,1,24.45,60,0.69,High School,Full-time,Single,Yes,Yes,Education,Yes,0
18,81416,172227,688,14,1,3.17,12,0.43,Master's,Full-time,Married,No,Yes,Education,No,0
62,57973,149757,557,47,4,20.17,48,0.13,Master's,Part-time,Single,No,Yes,Education,No,0
53,127641,234538,645,8,3,22.08,36,0.8,Bachelor's,Full-time,Divorced,No,No,Business,No,0
24,72828,35413,497,34,4,10.68,60,0.83,PhD,Part-time,Divorced,No,No,Business,Yes,0
63,51912,68609,574,15,4,22.01,60,0.63,Master's,Full-time,Married,Yes,No,Other,Yes,0
